           0  1.4114451E-03
           1  8.7884010E-04
           2  5.8788707E-04
           3  4.1714840E-04
           4  3.1058490E-04
           5  2.4200547E-04
           6  1.9762234E-04
           7  1.6905888E-04
           8  1.5012230E-04
           9  1.3716078E-04
          10  1.2800787E-04
          11  1.2136420E-04
          12  1.1644153E-04
          13  1.1274087E-04
          14  1.0992469E-04
          15  1.0776542E-04
          16  1.0608320E-04
          17  1.0476600E-04
          18  1.0371514E-04
          19  1.0286825E-04
          20  1.0216645E-04
          21  1.0158011E-04
          22  1.0107656E-04
          23  1.0064156E-04
          24  1.0025980E-04
          25  9.9924509E-05
