           0  1.3241754E-03
           1  8.1817363E-04
           2  5.4059131E-04
           3  3.7861432E-04
           4  2.7784400E-04
           5  2.1305736E-04
           6  1.7079775E-04
           7  1.4334434E-04
           8  1.2525532E-04
           9  1.1296614E-04
          10  1.0430601E-04
          11  9.8024255E-05
          12  9.3352013E-05
          13  8.9798901E-05
          14  8.7030516E-05
          15  8.4841093E-05
          16  8.3073617E-05
          17  8.1622908E-05
          18  8.0411053E-05
          19  7.9387151E-05
          20  7.8509445E-05
          21  7.7747500E-05
          22  7.7081604E-05
          23  7.6488934E-05
          24  7.5960423E-05
          25  7.5485070E-05
