           0  1.4742018E-03
           1  9.1797812E-04
           2  6.1188283E-04
           3  4.3045261E-04
           4  3.1638070E-04
           5  2.4256388E-04
           6  1.9480677E-04
           7  1.6386693E-04
           8  1.4326481E-04
           9  1.2907916E-04
          10  1.1903596E-04
          11  1.1174685E-04
          12  1.0631270E-04
          13  1.0219617E-04
          14  9.9012417E-05
          15  9.6512333E-05
          16  9.4518269E-05
          17  9.2903821E-05
          18  9.1575901E-05
          19  9.0471571E-05
          20  8.9546818E-05
          21  8.8760920E-05
          22  8.8084053E-05
          23  8.7494132E-05
          24  8.6976164E-05
          25  8.6518041E-05
