           0  1.2854541E-02
           1  1.2751779E-02
           2  1.2681989E-02
           3  1.2636155E-02
           4  1.2603376E-02
           5  1.2578571E-02
           6  1.2559062E-02
           7  1.2543419E-02
           8  1.2530679E-02
           9  1.2520155E-02
          10  1.2511304E-02
          11  1.2503724E-02
          12  1.2497286E-02
          13  1.2491728E-02
          14  1.2486861E-02
          15  1.2482564E-02
          16  1.2478734E-02
          17  1.2475295E-02
          18  1.2472189E-02
          19  1.2469389E-02
          20  1.2466841E-02
          21  1.2464534E-02
          22  1.2462421E-02
          23  1.2460499E-02
          24  1.2458730E-02
          25  1.2457096E-02
