           0  1.3772756E-03
           1  8.5408363E-04
           2  5.6946278E-04
           3  4.0245324E-04
           4  2.9780695E-04
           5  2.2997987E-04
           6  1.8545981E-04
           7  1.5633559E-04
           8  1.3678154E-04
           9  1.2323624E-04
          10  1.1355815E-04
          11  1.0644916E-04
          12  1.0112195E-04
          13  9.7032760E-05
          14  9.3829054E-05
          15  9.1283669E-05
          16  8.9240195E-05
          17  8.7570195E-05
          18  8.6186184E-05
          19  8.5032007E-05
          20  8.4053696E-05
          21  8.3222971E-05
          22  8.2506776E-05
          23  8.1888000E-05
          24  8.1346137E-05
          25  8.0870508E-05
