           0  1.4024331E-03
           1  8.7003910E-04
           2  5.7758612E-04
           3  4.0539238E-04
           4  2.9755407E-04
           5  2.2768432E-04
           6  1.8188480E-04
           7  1.5196884E-04
           8  1.3184870E-04
           9  1.1784252E-04
          10  1.0780445E-04
          11  1.0041333E-04
          12  9.4839132E-05
          13  9.0546928E-05
          14  8.7177359E-05
          15  8.4485742E-05
          16  8.2306062E-05
          17  8.0506514E-05
          18  7.9000158E-05
          19  7.7722601E-05
          20  7.6631230E-05
          21  7.5686869E-05
          22  7.4861113E-05
          23  7.4134034E-05
          24  7.3488322E-05
          25  7.2910545E-05
