           0  1.4392838E-03
           1  8.9432223E-04
           2  5.9523922E-04
           3  4.1856393E-04
           4  3.0752987E-04
           5  2.3541067E-04
           6  1.8833426E-04
           7  1.5761955E-04
           8  1.3688223E-04
           9  1.2239320E-04
          10  1.1194374E-04
          11  1.0418078E-04
          12  9.8289340E-05
          13  9.3729323E-05
          14  9.0143119E-05
          15  8.7262888E-05
          16  8.4918051E-05
          17  8.2986189E-05
          18  8.1377286E-05
          19  8.0018770E-05
          20  7.8861362E-05
          21  7.7862496E-05
          22  7.6993310E-05
          23  7.6231154E-05
          24  7.5558157E-05
          25  7.4961841E-05
