           0  1.4196082E-03
           1  8.8068965E-04
           2  5.8579241E-04
           3  4.1139545E-04
           4  3.0164447E-04
           5  2.3026542E-04
           6  1.8355486E-04
           7  1.5292516E-04
           8  1.3234338E-04
           9  1.1807774E-04
          10  1.0791155E-04
          11  1.0049542E-04
          12  9.4972434E-05
          13  9.0781716E-05
          14  8.7548120E-05
          15  8.5004060E-05
          16  8.2971623E-05
          17  8.1330538E-05
          18  7.9981437E-05
          19  7.8856210E-05
          20  7.7903758E-05
          21  7.7087410E-05
          22  7.6381169E-05
          23  7.5763513E-05
          24  7.5216711E-05
          25  7.4728167E-05
