           0  4.5121405E-03
           1  4.4187927E-03
           2  4.3673711E-03
           3  4.3362258E-03
           4  4.3132352E-03
           5  4.2946246E-03
           6  4.2793574E-03
           7  4.2667659E-03
           8  4.2565358E-03
           9  4.2482959E-03
          10  4.2417720E-03
          11  4.2366213E-03
          12  4.2326758E-03
          13  4.2297738E-03
          14  4.2276951E-03
          15  4.2263176E-03
          16  4.2254995E-03
          17  4.2251213E-03
          18  4.2250850E-03
          19  4.2253160E-03
          20  4.2257118E-03
          21  4.2262245E-03
          22  4.2268401E-03
          23  4.2275228E-03
          24  4.2282934E-03
          25  4.2291409E-03
