           0  1.3794043E-03
           1  8.5429993E-04
           2  5.6625204E-04
           3  3.9701138E-04
           4  2.9125527E-04
           5  2.2289122E-04
           6  1.7809636E-04
           7  1.4891056E-04
           8  1.2934157E-04
           9  1.1572486E-04
          10  1.0594977E-04
          11  9.8741592E-05
          12  9.3288232E-05
          13  8.9094123E-05
          14  8.5813837E-05
          15  8.3196916E-05
          16  8.1087477E-05
          17  7.9364050E-05
          18  7.7928577E-05
          19  7.6725053E-05
          20  7.5698510E-05
          21  7.4812931E-05
          22  7.4042662E-05
          23  7.3363648E-05
          24  7.2760733E-05
          25  7.2221701E-05
