           0  1.3932645E-03
           1  8.6785248E-04
           2  5.8115111E-04
           3  4.1245067E-04
           4  3.0631799E-04
           5  2.3686030E-04
           6  1.9062484E-04
           7  1.5978875E-04
           8  1.3849782E-04
           9  1.2331546E-04
          10  1.1221898E-04
          11  1.0394801E-04
          12  9.7681717E-05
          13  9.2874201E-05
          14  8.9143796E-05
          15  8.6209628E-05
          16  8.3879524E-05
          17  8.1999344E-05
          18  8.0471909E-05
          19  7.9214231E-05
          20  7.8166682E-05
          21  7.7283134E-05
          22  7.6527067E-05
          23  7.5874246E-05
          24  7.5304830E-05
          25  7.4804346E-05
