           0  1.6191287E-02
           1  2.0992292E-02
           2  2.1264320E-02
           3  2.1662263E-02
           4  2.2077216E-02
           5  2.2448996E-02
           6  2.2778455E-02
           7  2.3096660E-02
           8  2.3384944E-02
           9  2.3669919E-02
          10  2.3912299E-02
          11  2.4101853E-02
          12  2.4274966E-02
          13  2.4437122E-02
          14  2.4556898E-02
          15  2.4664966E-02
          16  2.4789745E-02
          17  2.4914043E-02
          18  2.5038177E-02
          19  2.5130713E-02
          20  2.5214002E-02
          21  2.5309768E-02
          22  2.5416834E-02
          23  2.5511431E-02
          24  2.5601204E-02
          25  2.5700865E-02
