           0  1.2964736E-03
           1  8.0347888E-04
           2  5.3521141E-04
           3  3.7943979E-04
           4  2.8249258E-04
           5  2.1960802E-04
           6  1.7793624E-04
           7  1.5029121E-04
           8  1.3142631E-04
           9  1.1814325E-04
          10  1.0852733E-04
          11  1.0140057E-04
          12  9.6025840E-05
          13  9.1895505E-05
          14  8.8676374E-05
          15  8.6137974E-05
          16  8.4103514E-05
          17  8.2451224E-05
          18  8.1087237E-05
          19  7.9945079E-05
          20  7.8976766E-05
          21  7.8145713E-05
          22  7.7425604E-05
          23  7.6793949E-05
          24  7.6235025E-05
          25  7.5736622E-05
