           0  1.5848784E-02
           1  1.5952241E-02
           2  1.5815331E-02
           3  1.5750693E-02
           4  1.5714480E-02
           5  1.5691664E-02
           6  1.5677977E-02
           7  1.5669426E-02
           8  1.5663685E-02
           9  1.5660679E-02
          10  1.5659463E-02
          11  1.5659325E-02
          12  1.5659863E-02
          13  1.5660824E-02
          14  1.5662549E-02
          15  1.5664855E-02
          16  1.5667902E-02
          17  1.5671043E-02
          18  1.5674490E-02
          19  1.5677940E-02
          20  1.5681544E-02
          21  1.5685193E-02
          22  1.5689068E-02
          23  1.5693072E-02
          24  1.5697293E-02
          25  1.5701545E-02
