           0  1.3644776E-03
           1  8.4858353E-04
           2  5.6647504E-04
           3  4.0174415E-04
           4  2.9892020E-04
           5  2.3224420E-04
           6  1.8832805E-04
           7  1.5939781E-04
           8  1.3973257E-04
           9  1.2589662E-04
          10  1.1587374E-04
          11  1.0841445E-04
          12  1.0274837E-04
          13  9.8375662E-05
          14  9.4953270E-05
          15  9.2234746E-05
          16  9.0052359E-05
          17  8.8281435E-05
          18  8.6834785E-05
          19  8.5637337E-05
          20  8.4631451E-05
          21  8.3766332E-05
          22  8.3020939E-05
          23  8.2374412E-05
          24  8.1811857E-05
          25  8.1317019E-05
