           0  1.4512666E-03
           1  9.0638461E-04
           2  6.0840877E-04
           3  4.3295423E-04
           4  3.2306451E-04
           5  2.5208166E-04
           6  2.0613222E-04
           7  1.7641768E-04
           8  1.5659913E-04
           9  1.4290662E-04
          10  1.3316541E-04
          11  1.2605364E-04
          12  1.2076631E-04
          13  1.1681647E-04
          14  1.1383310E-04
          15  1.1155813E-04
          16  1.0979705E-04
          17  1.0840847E-04
          18  1.0730368E-04
          19  1.0641312E-04
          20  1.0567604E-04
          21  1.0505822E-04
          22  1.0453085E-04
          23  1.0407322E-04
          24  1.0367248E-04
          25  1.0331785E-04
