           0  1.3398164E-03
           1  8.3272264E-04
           2  5.5623910E-04
           3  3.9473487E-04
           4  2.9363393E-04
           5  2.2776675E-04
           6  1.8418046E-04
           7  1.5514079E-04
           8  1.3531411E-04
           9  1.2132769E-04
          10  1.1121225E-04
          11  1.0373281E-04
          12  9.8106742E-05
          13  9.3802671E-05
          14  9.0480418E-05
          15  8.7872431E-05
          16  8.5802363E-05
          17  8.4138039E-05
          18  8.2781175E-05
          19  8.1654027E-05
          20  8.0711383E-05
          21  7.9904974E-05
          22  7.9209785E-05
          23  7.8602519E-05
          24  7.8063538E-05
          25  7.7582503E-05
