           0  1.4737531E-03
           1  9.1881223E-04
           2  6.1375165E-04
           3  4.3317972E-04
           4  3.1998524E-04
           5  2.4700171E-04
           6  2.0004506E-04
           7  1.6981058E-04
           8  1.4975552E-04
           9  1.3602526E-04
          10  1.2640160E-04
          11  1.1942467E-04
          12  1.1428286E-04
          13  1.1040604E-04
          14  1.0743720E-04
          15  1.0514328E-04
          16  1.0334492E-04
          17  1.0192616E-04
          18  1.0079359E-04
          19  9.9875462E-05
          20  9.9119628E-05
          21  9.8483331E-05
          22  9.7944328E-05
          23  9.7480479E-05
          24  9.7073345E-05
          25  9.6712640E-05
