           0  1.3224586E-03
           1  8.2262914E-04
           2  5.4886390E-04
           3  3.9054779E-04
           4  2.9261291E-04
           5  2.2961268E-04
           6  1.8832454E-04
           7  1.6105316E-04
           8  1.4256279E-04
           9  1.2955526E-04
          10  1.2008553E-04
          11  1.1301603E-04
          12  1.0762327E-04
          13  1.0342623E-04
          14  1.0011600E-04
          15  9.7458993E-05
          16  9.5288851E-05
          17  9.3499599E-05
          18  9.2009148E-05
          19  9.0747344E-05
          20  8.9667694E-05
          21  8.8735680E-05
          22  8.7922046E-05
          23  8.7207060E-05
          24  8.6572829E-05
          25  8.6006949E-05
