           0  1.4635505E-03
           1  9.1120991E-04
           2  6.0728460E-04
           3  4.2709635E-04
           4  3.1358135E-04
           5  2.3980395E-04
           6  1.9159522E-04
           7  1.6009009E-04
           8  1.3887636E-04
           9  1.2415519E-04
          10  1.1367249E-04
          11  1.0601606E-04
          12  1.0031977E-04
          13  9.5994110E-05
          14  9.2648675E-05
          15  9.0016772E-05
          16  8.7922228E-05
          17  8.6229054E-05
          18  8.4840038E-05
          19  8.3687140E-05
          20  8.2717896E-05
          21  8.1893864E-05
          22  8.1183331E-05
          23  8.0566417E-05
          24  8.0027952E-05
          25  7.9551552E-05
