           0  1.3843029E-03
           1  8.5912191E-04
           2  5.7015364E-04
           3  4.0161028E-04
           4  2.9720206E-04
           5  2.3058610E-04
           6  1.8761457E-04
           7  1.6018045E-04
           8  1.4212927E-04
           9  1.2977660E-04
          10  1.2102941E-04
          11  1.1461202E-04
          12  1.0978312E-04
          13  1.0607235E-04
          14  1.0317394E-04
          15  1.0087688E-04
          16  9.9025201E-05
          17  9.7527787E-05
          18  9.6289157E-05
          19  9.5252137E-05
          20  9.4367257E-05
          21  9.3612049E-05
          22  9.2957496E-05
          23  9.2384806E-05
          24  9.1877155E-05
          25  9.1424889E-05
