           0  6.6833426E-03
           1  1.5432688E-02
           2  1.7379951E-02
           3  1.8533276E-02
           4  1.9138061E-02
           5  1.9682975E-02
           6  2.0242469E-02
           7  2.0808185E-02
           8  2.1404723E-02
           9  2.1972252E-02
          10  2.2537600E-02
          11  2.3104919E-02
          12  2.3531025E-02
          13  2.3927610E-02
          14  2.4261141E-02
          15  2.4616499E-02
          16  2.4999458E-02
          17  2.5289077E-02
          18  2.5536895E-02
          19  2.5811024E-02
          20  2.5953937E-02
          21  2.5978360E-02
          22  2.5965778E-02
          23  2.5953714E-02
          24  2.5942247E-02
          25  2.5931453E-02
