           0  1.3914614E-03
           1  8.6101022E-04
           2  5.7204562E-04
           3  4.0217236E-04
           4  2.9580976E-04
           5  2.2688819E-04
           6  1.8151074E-04
           7  1.5178317E-04
           8  1.3186864E-04
           9  1.1803295E-04
          10  1.0809364E-04
          11  1.0071387E-04
          12  9.5098396E-05
          13  9.0711168E-05
          14  8.7208326E-05
          15  8.4375992E-05
          16  8.2036007E-05
          17  8.0076497E-05
          18  7.8414574E-05
          19  7.6984186E-05
          20  7.5740572E-05
          21  7.4654345E-05
          22  7.3693729E-05
          23  7.2842071E-05
          24  7.2080482E-05
          25  7.1395167E-05
