           0  1.3554025E-03
           1  8.4139296E-04
           2  5.5983913E-04
           3  3.9669077E-04
           4  2.9643244E-04
           5  2.3291513E-04
           6  1.9234938E-04
           7  1.6673408E-04
           8  1.5006115E-04
           9  1.3876524E-04
          10  1.3084155E-04
          11  1.2511600E-04
          12  1.2087441E-04
          13  1.1768805E-04
          14  1.1525826E-04
          15  1.1339136E-04
          16  1.1192085E-04
          17  1.1074341E-04
          18  1.0977956E-04
          19  1.0897950E-04
          20  1.0830392E-04
          21  1.0772651E-04
          22  1.0722751E-04
          23  1.0679034E-04
          24  1.0640351E-04
          25  1.0605887E-04
