           0  1.3883752E-03
           1  8.6002535E-04
           2  5.6947605E-04
           3  3.9881485E-04
           4  2.9209995E-04
           5  2.2303111E-04
           6  1.7764403E-04
           7  1.4786559E-04
           8  1.2775639E-04
           9  1.1367285E-04
          10  1.0349530E-04
          11  9.5936237E-05
          12  9.0201589E-05
          13  8.5766551E-05
          14  8.2271741E-05
          15  7.9468780E-05
          16  7.7190613E-05
          17  7.5312710E-05
          18  7.3742514E-05
          19  7.2414034E-05
          20  7.1276874E-05
          21  7.0292263E-05
          22  6.9430891E-05
          23  6.8670859E-05
          24  6.7993722E-05
          25  6.7387751E-05
