           0  1.4300392E-03
           1  8.9060544E-04
           2  5.9517537E-04
           3  4.2141296E-04
           4  3.1303865E-04
           5  2.4358479E-04
           6  1.9896177E-04
           7  1.7053817E-04
           8  1.5192296E-04
           9  1.3934786E-04
          10  1.3062944E-04
          11  1.2442296E-04
          12  1.1991331E-04
          13  1.1655605E-04
          14  1.1401431E-04
          15  1.1205355E-04
          16  1.1050951E-04
          17  1.0927371E-04
          18  1.0827198E-04
          19  1.0744674E-04
          20  1.0675495E-04
          21  1.0616861E-04
          22  1.0566614E-04
          23  1.0523111E-04
          24  1.0484912E-04
          25  1.0451079E-04
