           0  6.3920673E-03
           1  7.2938898E-03
           2  7.2188708E-03
           3  7.3167766E-03
           4  7.4839704E-03
           5  7.6724058E-03
           6  7.8737261E-03
           7  8.0852620E-03
           8  8.3092758E-03
           9  8.5377349E-03
          10  8.7686162E-03
          11  8.9929495E-03
          12  9.2117665E-03
          13  9.4224242E-03
          14  9.6213035E-03
          15  9.8125516E-03
          16  9.9989092E-03
          17  1.0174094E-02
          18  1.0339714E-02
          19  1.0500832E-02
          20  1.0659520E-02
          21  1.0808590E-02
          22  1.0954011E-02
          23  1.1094819E-02
          24  1.1232068E-02
          25  1.1369040E-02
